,Read number,Strand,Location of the gene in the read,Read length,Start,End
49,NC_016073-83,1,"[7009, 7038)",4767,7009,7038
50,NC_016073-83,1,"[7140, 7204)",4830,7140,7204
51,NC_016073-83,1,"[7365, 7435)",4899,7365,7435
52,NC_016073-83,1,"[7446, 7932)",5384,7446,7932
53,NC_016073-83,1,"[7949, 8294)",5728,7949,8294
54,NC_016073-83,1,"[8309, 8389)",5807,8309,8389
55,NC_016073-83,1,"[8429, 8446)",5823,8429,8446
56,NC_016073-83,1,"[8448, 8451)",5825,8448,8451
57,NC_016073-83,1,"[8453, 8464)",5835,8453,8464
58,NC_016073-83,1,"[8531, 8580)",5883,8531,8580
59,NC_016073-83,1,"[8592, 8593)",5883,8592,8593
60,NC_016073-83,1,"[8594, 8597)",5885,8594,8597
61,NC_016073-83,1,"[8601, 8670)",5953,8601,8670
62,NC_016073-83,1,"[8758, 8863)",6057,8758,8863
63,NC_016073-83,1,"[8864, 8865)",6057,8864,8865
64,NC_016073-83,1,"[8874, 9034)",6216,8874,9034
65,NC_016073-83,1,"[9035, 9040)",6220,9035,9040
66,NC_016073-83,1,"[9064, 9384)",6539,9064,9384
67,NC_016073-83,1,"[9389, 9400)",6549,9389,9400
68,NC_016073-83,1,"[9417, 9486)",6617,9417,9486
69,NC_016073-83,1,"[9503, 9504)",6617,9503,9504
70,NC_016073-83,1,"[9508, 9517)",6625,9508,9517
71,NC_016073-83,1,"[9527, 9559)",6656,9527,9559
72,NC_016073-83,1,"[9563, 9576)",6668,9563,9576
73,NC_016073-83,1,"[9577, 9578)",6668,9577,9578
74,NC_016073-83,1,"[9579, 9587)",6675,9579,9587
75,NC_016073-83,1,"[9588, 9658)",6744,9588,9658
76,NC_016073-83,1,"[9666, 9683)",6760,9666,9683
77,NC_016073-83,1,"[9685, 9687)",6761,9685,9687
78,NC_016073-83,1,"[9996, 10022)",6786,9996,10022
79,NC_016073-83,1,"[10023, 10029)",6791,10023,10029
80,NC_016073-83,1,"[10098, 10149)",6841,10098,10149
81,NC_016073-83,1,"[10151, 10173)",6862,10151,10173
82,NC_016073-83,1,"[10190, 10302)",6973,10190,10302
0,NC_016073-85,1,"[22, 102)",79,22,102
1,NC_016073-85,1,"[306, 379)",151,306,379
2,NC_016073-85,1,"[408, 529)",271,408,529
3,NC_016073-85,1,"[531, 534)",273,531,534
4,NC_016073-85,1,"[551, 658)",379,551,658
5,NC_016073-85,1,"[814, 882)",446,814,882
6,NC_016073-85,1,"[918, 926)",453,918,926
7,NC_016073-85,1,"[939, 1020)",533,939,1020
8,NC_016073-85,1,"[1224, 1250)",558,1224,1250
9,NC_016073-85,1,"[1335, 1342)",564,1335,1342
10,NC_016073-85,1,"[1344, 1346)",565,1344,1346
11,NC_016073-85,1,"[1347, 1349)",566,1347,1349
12,NC_016073-85,1,"[1352, 1428)",641,1352,1428
13,NC_016073-85,1,"[1530, 1734)",844,1530,1734
14,NC_016073-85,1,"[1938, 2025)",930,1938,2025
15,NC_016073-85,1,"[2040, 2074)",963,2040,2074
16,NC_016073-85,1,"[2133, 2142)",971,2133,2142
17,NC_016073-85,1,"[2201, 2202)",971,2201,2202
18,NC_016073-85,1,"[2203, 2295)",1062,2203,2295
19,NC_016073-85,1,"[2351, 2355)",1065,2351,2355
20,NC_016073-85,1,"[2378, 2460)",1146,2378,2460
21,NC_016073-85,1,"[2469, 2472)",1148,2469,2472
22,NC_016073-85,1,"[2478, 2486)",1155,2478,2486
23,NC_016073-85,1,"[2487, 2530)",1197,2487,2530
24,NC_016073-85,1,"[2534, 2538)",1200,2534,2538
25,NC_016073-85,1,"[2772, 2822)",1249,2772,2822
26,NC_016073-85,1,"[2856, 2918)",1310,2856,2918
27,NC_016073-85,1,"[2943, 2947)",1313,2943,2947
28,NC_016073-85,1,"[2954, 2958)",1316,2954,2958
29,NC_016073-85,1,"[3034, 3807)",2088,3034,3807
30,NC_016073-85,1,"[3814, 3822)",2095,3814,3822
31,NC_016073-85,1,"[3857, 3876)",2113,3857,3876
32,NC_016073-85,1,"[3940, 3978)",2150,3940,3978
33,NC_016073-85,1,"[4096, 4103)",2156,4096,4103
34,NC_016073-85,1,"[4104, 4181)",2232,4104,4181
35,NC_016073-85,1,"[4198, 4201)",2234,4198,4201
36,NC_016073-85,1,"[4206, 4217)",2244,4206,4217
37,NC_016073-85,1,"[4284, 4325)",2284,4284,4325
38,NC_016073-85,1,"[4330, 4331)",2284,4330,4331
39,NC_016073-85,1,"[4469, 4534)",2348,4469,4534
40,NC_016073-85,1,"[4590, 5202)",2959,4590,5202
41,NC_016073-85,1,"[5406, 5508)",3060,5406,5508
42,NC_016073-85,1,"[5602, 5606)",3063,5602,5606
43,NC_016073-85,1,"[5712, 5807)",3157,5712,5807
44,NC_016073-85,1,"[5814, 5916)",3258,5814,5916
45,NC_016073-85,1,"[5959, 6023)",3321,5959,6023
46,NC_016073-85,1,"[6120, 6746)",3946,6120,6746
47,NC_016073-85,1,"[6747, 6748)",3946,6747,6748
48,NC_016073-85,1,"[6749, 6936)",4132,6749,6936
49,NC_016073-85,1,"[6949, 6953)",4135,6949,6953
50,NC_016073-85,1,"[6961, 7038)",4211,6961,7038
51,NC_016073-85,1,"[7229, 7231)",4212,7229,7231
52,NC_016073-85,1,"[7232, 7240)",4219,7232,7240
53,NC_016073-85,1,"[7242, 7740)",4716,7242,7740
54,NC_016073-85,1,"[7741, 7743)",4717,7741,7743
55,NC_016073-85,1,"[7751, 7764)",4729,7751,7764
56,NC_016073-85,1,"[7766, 7854)",4816,7766,7854
0,NC_016073-86,1,"[0, 88)",87,0,88
1,NC_016073-86,1,"[102, 253)",237,102,253
2,NC_016073-86,1,"[258, 260)",238,258,260
3,NC_016073-86,1,"[261, 269)",245,261,269
4,NC_016073-86,1,"[279, 306)",271,279,306
5,NC_016073-86,1,"[396, 408)",282,396,408
6,NC_016073-86,1,"[449, 461)",293,449,461
7,NC_016073-86,1,"[465, 472)",299,465,472
8,NC_016073-86,1,"[657, 666)",307,657,666
9,NC_016073-86,1,"[714, 1827)",1419,714,1827
10,NC_016073-86,1,"[1831, 1833)",1420,1831,1833
11,NC_016073-86,1,"[1836, 2040)",1623,1836,2040
0,NC_016073-87,1,"[0, 102)",101,0,102
1,NC_016073-87,1,"[186, 269)",183,186,269
2,NC_016073-87,1,"[306, 714)",590,306,714
3,NC_016073-87,1,"[936, 944)",597,936,944
4,NC_016073-87,1,"[945, 993)",644,945,993
5,NC_016073-87,1,"[1326, 1381)",698,1326,1381
6,NC_016073-87,1,"[1428, 1546)",815,1428,1546
7,NC_016073-87,1,"[1600, 1632)",846,1600,1632
8,NC_016073-87,1,"[1836, 1882)",891,1836,1882
9,NC_016073-87,1,"[1988, 1990)",892,1988,1990
10,NC_016073-87,1,"[2004, 2035)",922,2004,2035
11,NC_016073-87,1,"[2040, 2053)",934,2040,2053
12,NC_016073-87,1,"[2055, 2066)",944,2055,2066
13,NC_016073-87,1,"[2248, 2345)",1040,2248,2345
14,NC_016073-87,1,"[2346, 2471)",1164,2346,2471
15,NC_016073-87,1,"[2474, 2524)",1213,2474,2524
16,NC_016073-87,1,"[2530, 2532)",1214,2530,2532
17,NC_016073-87,1,"[2537, 2662)",1338,2537,2662
18,NC_016073-87,1,"[2685, 2924)",1576,2685,2924
19,NC_016073-87,1,"[2936, 2961)",1600,2936,2961
20,NC_016073-87,1,"[2976, 2990)",1613,2976,2990
21,NC_016073-87,1,"[2994, 3069)",1687,2994,3069
22,NC_016073-87,1,"[3070, 3117)",1733,3070,3117
23,NC_016073-87,1,"[3162, 3220)",1790,3162,3220
24,NC_016073-87,1,"[3227, 3230)",1792,3227,3230
25,NC_016073-87,1,"[3232, 3253)",1812,3232,3253
26,NC_016073-87,1,"[3255, 3533)",2089,3255,3533
27,NC_016073-87,1,"[3536, 3570)",2122,3536,3570
