,Read number,Strand,Location of the gene in the read,Read length,Start,End
14,NC_030948-25,1,"[2346, 2401)",1189,2346,2401
15,NC_030948-25,1,"[2448, 2550)",1290,2448,2550
16,NC_030948-25,1,"[2664, 2740)",1365,2664,2740
17,NC_030948-25,1,"[2754, 2856)",1466,2754,2856
18,NC_030948-25,1,"[3060, 3117)",1522,3060,3117
19,NC_030948-25,1,"[3276, 3342)",1587,3276,3342
20,NC_030948-25,1,"[3344, 3350)",1592,3344,3350
21,NC_030948-25,1,"[3351, 3366)",1606,3351,3366
22,NC_030948-25,1,"[3876, 3972)",1701,3876,3972
23,NC_030948-25,1,"[3978, 4198)",1920,3978,4198
24,NC_030948-25,1,"[4266, 4270)",1923,4266,4270
25,NC_030948-25,1,"[4378, 4379)",1923,4378,4379
26,NC_030948-25,1,"[4382, 4386)",1926,4382,4386
27,NC_030948-25,1,"[4534, 4544)",1935,4534,4544
28,NC_030948-25,1,"[4550, 4676)",2060,4550,4676
29,NC_030948-25,1,"[4692, 4711)",2078,4692,4711
30,NC_030948-25,1,"[4712, 4744)",2109,4712,4744
31,NC_030948-25,1,"[4746, 4794)",2156,4746,4794
0,NC_030948-26,1,"[63, 74)",10,63,74
1,NC_030948-26,1,"[78, 82)",13,78,82
2,NC_030948-26,1,"[88, 93)",17,88,93
3,NC_030948-26,1,"[94, 96)",18,94,96
4,NC_030948-26,1,"[204, 268)",81,204,268
5,NC_030948-26,1,"[390, 392)",82,390,392
6,NC_030948-26,1,"[396, 397)",82,396,397
7,NC_030948-26,1,"[399, 408)",90,399,408
8,NC_030948-26,1,"[470, 486)",105,470,486
9,NC_030948-26,1,"[510, 520)",114,510,520
10,NC_030948-26,1,"[658, 714)",169,658,714
11,NC_030948-26,1,"[1020, 1054)",202,1020,1054
12,NC_030948-26,1,"[1122, 1224)",303,1122,1224
13,NC_030948-26,1,"[1263, 1325)",364,1263,1325
14,NC_030948-26,1,"[1734, 1828)",457,1734,1828
15,NC_030948-26,1,"[1836, 1843)",463,1836,1843
16,NC_030948-26,1,"[1900, 1938)",500,1900,1938
17,NC_030948-26,1,"[1993, 2040)",546,1993,2040
18,NC_030948-26,1,"[2051, 2057)",551,2051,2057
19,NC_030948-26,1,"[2244, 2250)",556,2244,2250
20,NC_030948-26,1,"[2258, 2260)",557,2258,2260
21,NC_030948-26,1,"[2267, 2268)",557,2267,2268
22,NC_030948-26,1,"[2279, 2326)",603,2279,2326
23,NC_030948-26,1,"[2346, 2448)",704,2346,2448
24,NC_030948-26,1,"[2754, 2766)",715,2754,2766
25,NC_030948-26,1,"[2784, 2789)",719,2784,2789
26,NC_030948-26,1,"[2856, 3038)",900,2856,3038
27,NC_030948-26,1,"[3041, 3071)",929,3041,3071
28,NC_030948-26,1,"[3162, 3208)",974,3162,3208
29,NC_030948-26,1,"[3215, 3216)",974,3215,3216
30,NC_030948-26,1,"[3238, 3255)",990,3238,3255
31,NC_030948-26,1,"[3258, 3259)",990,3258,3259
32,NC_030948-26,1,"[3261, 3262)",990,3261,3262
33,NC_030948-26,1,"[3264, 3366)",1091,3264,3366
34,NC_030948-26,1,"[3446, 3468)",1112,3446,3468
35,NC_030948-26,1,"[3475, 3476)",1112,3475,3476
36,NC_030948-26,1,"[3570, 3595)",1136,3570,3595
37,NC_030948-26,1,"[3596, 3597)",1136,3596,3597
38,NC_030948-26,1,"[3666, 3774)",1243,3666,3774
39,NC_030948-26,1,"[3866, 3882)",1258,3866,3882
40,NC_030948-26,1,"[3883, 3940)",1314,3883,3940
41,NC_030948-26,1,"[3944, 3947)",1316,3944,3947
42,NC_030948-26,1,"[3978, 4080)",1417,3978,4080
43,NC_030948-26,1,"[4160, 4182)",1438,4160,4182
44,NC_030948-26,1,"[4187, 4193)",1443,4187,4193
45,NC_030948-26,1,"[4232, 4268)",1478,4232,4268
46,NC_030948-26,1,"[4276, 4279)",1480,4276,4279
47,NC_030948-26,1,"[4290, 4386)",1575,4290,4386
48,NC_030948-26,1,"[4896, 5719)",2397,4896,5719
49,NC_030948-26,1,"[5722, 5730)",2404,5722,5730
50,NC_030948-26,1,"[5770, 5814)",2447,5770,5814
51,NC_030948-26,1,"[5903, 5937)",2480,5903,5937
52,NC_030948-26,1,"[6018, 6134)",2595,6018,6134
53,NC_030948-26,1,"[6135, 6136)",2595,6135,6136
54,NC_030948-26,1,"[6171, 6183)",2606,6171,6183
55,NC_030948-26,1,"[6196, 6222)",2631,6196,6222
56,NC_030948-26,1,"[6426, 6528)",2732,6426,6528
57,NC_030948-26,1,"[6621, 6630)",2740,6621,6630
0,NC_030948-27,1,"[157, 182)",24,157,182
1,NC_030948-27,1,"[204, 231)",50,204,231
2,NC_030948-27,1,"[306, 547)",290,306,547
3,NC_030948-27,1,"[553, 612)",348,553,612
4,NC_030948-27,1,"[770, 771)",348,770,771
5,NC_030948-27,1,"[774, 775)",348,774,775
6,NC_030948-27,1,"[779, 811)",379,779,811
7,NC_030948-27,1,"[816, 879)",441,816,879
8,NC_030948-27,1,"[1293, 1295)",442,1293,1295
9,NC_030948-27,1,"[1311, 1325)",455,1311,1325
10,NC_030948-27,1,"[1326, 1362)",490,1326,1362
11,NC_030948-27,1,"[1428, 1632)",693,1428,1632
12,NC_030948-27,1,"[1696, 1734)",730,1696,1734
13,NC_030948-27,1,"[1836, 1882)",775,1836,1882
14,NC_030948-27,1,"[1938, 2000)",836,1938,2000
15,NC_030948-27,1,"[2011, 2073)",897,2011,2073
16,NC_030948-27,1,"[2079, 2142)",959,2079,2142
17,NC_030948-27,1,"[2253, 2273)",978,2253,2273
18,NC_030948-27,1,"[2346, 2397)",1028,2346,2397
19,NC_030948-27,1,"[2411, 2415)",1031,2411,2415
20,NC_030948-27,1,"[2434, 2448)",1044,2434,2448
21,NC_030948-27,1,"[2509, 2550)",1084,2509,2550
22,NC_030948-27,1,"[2652, 2657)",1088,2652,2657
23,NC_030948-27,1,"[2683, 2700)",1104,2683,2700
24,NC_030948-27,1,"[2754, 2993)",1342,2754,2993
25,NC_030948-27,1,"[2994, 2999)",1346,2994,2999
26,NC_030948-27,1,"[3059, 3060)",1346,3059,3060
27,NC_030948-27,1,"[3080, 3162)",1427,3080,3162
28,NC_030948-27,1,"[3295, 3337)",1468,3295,3337
29,NC_030948-27,1,"[3366, 3419)",1520,3366,3419
30,NC_030948-27,1,"[3468, 3672)",1723,3468,3672
31,NC_030948-27,1,"[3679, 3737)",1780,3679,3737
32,NC_030948-27,1,"[3738, 3739)",1780,3738,3739
33,NC_030948-27,1,"[3743, 3767)",1803,3743,3767
34,NC_030948-27,1,"[3847, 3861)",1816,3847,3861
35,NC_030948-27,1,"[3873, 3874)",1816,3873,3874
36,NC_030948-27,1,"[3876, 3899)",1838,3876,3899
37,NC_030948-27,1,"[3902, 3905)",1840,3902,3905
38,NC_030948-27,1,"[4043, 4164)",1960,4043,4164
39,NC_030948-27,1,"[4226, 4339)",2072,4226,4339
40,NC_030948-27,1,"[4341, 4350)",2080,4341,4350
41,NC_030948-27,1,"[4352, 4356)",2083,4352,4356
42,NC_030948-27,1,"[4375, 4377)",2084,4375,4377
43,NC_030948-27,1,"[4386, 4590)",2287,4386,4590
44,NC_030948-27,1,"[4639, 4769)",2416,4639,4769
45,NC_030948-27,1,"[4863, 4990)",2542,4863,4990
46,NC_030948-27,1,"[5096, 5097)",2542,5096,5097
47,NC_030948-27,1,"[5098, 5100)",2543,5098,5100
48,NC_030948-27,1,"[5202, 5277)",2617,5202,5277
49,NC_030948-27,1,"[5304, 5416)",2728,5304,5416
50,NC_030948-27,1,"[5418, 5420)",2729,5418,5420
51,NC_030948-27,1,"[5490, 5491)",2729,5490,5491
52,NC_030948-27,1,"[5493, 5508)",2743,5493,5508
53,NC_030948-27,1,"[5521, 5522)",2743,5521,5522
54,NC_030948-27,1,"[5535, 5539)",2746,5535,5539
55,NC_030948-27,1,"[5540, 5543)",2748,5540,5543
56,NC_030948-27,1,"[5563, 5650)",2834,5563,5650
57,NC_030948-27,1,"[5801, 5804)",2836,5801,5804
58,NC_030948-27,1,"[5806, 5814)",2843,5806,5814
59,NC_030948-27,1,"[5916, 5993)",2919,5916,5993
60,NC_030948-27,1,"[6018, 6190)",3090,6018,6190
61,NC_030948-27,1,"[6192, 6195)",3092,6192,6195
62,NC_030948-27,1,"[6212, 6281)",3160,6212,6281
63,NC_030948-27,1,"[6285, 6580)",3454,6285,6580
64,NC_030948-27,1,"[6619, 6630)",3464,6619,6630
65,NC_030948-27,1,"[6639, 6643)",3467,6639,6643
66,NC_030948-27,1,"[6646, 6651)",3471,6646,6651
67,NC_030948-27,1,"[6658, 6659)",3471,6658,6659
68,NC_030948-27,1,"[6707, 7212)",3975,6707,7212
69,NC_030948-27,1,"[7231, 7232)",3975,7231,7232
70,NC_030948-27,1,"[7233, 7237)",3978,7233,7237
71,NC_030948-27,1,"[7242, 7446)",4181,7242,7446
72,NC_030948-27,1,"[7552, 7576)",4204,7552,7576
73,NC_030948-27,1,"[7650, 7766)",4319,7650,7766
74,NC_030948-27,1,"[7767, 7768)",4319,7767,7768
75,NC_030948-27,1,"[7769, 7773)",4322,7769,7773
76,NC_030948-27,1,"[7774, 7945)",4492,7774,7945
77,NC_030948-27,1,"[7954, 8088)",4625,7954,8088
78,NC_030948-27,1,"[8249, 8250)",4625,8249,8250
79,NC_030948-27,1,"[8252, 8255)",4627,8252,8255
80,NC_030948-27,1,"[8262, 8364)",4728,8262,8364
81,NC_030948-27,1,"[8453, 8503)",4777,8453,8503
82,NC_030948-27,1,"[8575, 8591)",4792,8575,8591
83,NC_030948-27,1,"[8594, 8598)",4795,8594,8598
84,NC_030948-27,1,"[8600, 8602)",4796,8600,8602
85,NC_030948-27,1,"[8603, 8604)",4796,8603,8604
86,NC_030948-27,1,"[8606, 8619)",4808,8606,8619
87,NC_030948-27,1,"[8622, 8623)",4808,8622,8623
88,NC_030948-27,1,"[8669, 8670)",4808,8669,8670
89,NC_030948-27,1,"[8772, 8780)",4815,8772,8780
90,NC_030948-27,1,"[8789, 8796)",4821,8789,8796
91,NC_030948-27,1,"[8874, 9078)",5024,8874,9078
92,NC_030948-27,1,"[9255, 9273)",5041,9255,9273
93,NC_030948-27,1,"[9282, 9351)",5109,9282,9351
94,NC_030948-27,1,"[9352, 9355)",5111,9352,9355
95,NC_030948-27,1,"[9384, 9894)",5620,9384,9894
96,NC_030948-27,1,"[9994, 10020)",5645,9994,10020
97,NC_030948-27,1,"[10022, 10032)",5654,10022,10032
98,NC_030948-27,1,"[10101, 10238)",5790,10101,10238
99,NC_030948-27,1,"[10254, 10256)",5791,10254,10256
100,NC_030948-27,1,"[10258, 10262)",5794,10258,10262
101,NC_030948-27,1,"[10265, 10404)",5932,10265,10404
0,NC_030948-28,1,"[0, 54)",53,0,54
1,NC_030948-28,1,"[95, 100)",57,95,100
2,NC_030948-28,1,"[134, 140)",62,134,140
3,NC_030948-28,1,"[148, 149)",62,148,149
4,NC_030948-28,1,"[150, 248)",159,150,248
5,NC_030948-28,1,"[250, 252)",160,250,252
6,NC_030948-28,1,"[335, 408)",232,335,408
7,NC_030948-28,1,"[469, 509)",271,469,509
8,NC_030948-28,1,"[510, 608)",368,510,608
9,NC_030948-28,1,"[816, 904)",455,816,904
10,NC_030948-28,1,"[918, 926)",462,918,926
11,NC_030948-28,1,"[1082, 1213)",592,1082,1213
12,NC_030948-28,1,"[1224, 1326)",693,1224,1326
13,NC_030948-28,1,"[1488, 1522)",726,1488,1522
14,NC_030948-28,1,"[1530, 1629)",824,1530,1629
15,NC_030948-28,1,"[1632, 1832)",1023,1632,1832
16,NC_030948-28,1,"[1836, 1858)",1044,1836,1858
17,NC_030948-28,1,"[1872, 1938)",1109,1872,1938
18,NC_030948-28,1,"[2142, 2203)",1169,2142,2203
19,NC_030948-28,1,"[2244, 2448)",1372,2244,2448
20,NC_030948-28,1,"[2523, 2530)",1378,2523,2530
21,NC_030948-28,1,"[2576, 2577)",1378,2576,2577
22,NC_030948-28,1,"[2581, 2595)",1391,2581,2595
23,NC_030948-28,1,"[2596, 2609)",1403,2596,2609
24,NC_030948-28,1,"[2652, 2695)",1445,2652,2695
25,NC_030948-28,1,"[2846, 2847)",1445,2846,2847
26,NC_030948-28,1,"[3010, 3015)",1449,3010,3015
27,NC_030948-28,1,"[3033, 3040)",1455,3033,3040
28,NC_030948-28,1,"[3060, 3982)",2376,3060,3982
29,NC_030948-28,1,"[4070, 4488)",2793,4070,4488
30,NC_030948-28,1,"[4493, 4496)",2795,4493,4496
31,NC_030948-28,1,"[4500, 4590)",2884,4500,4590
32,NC_030948-28,1,"[4828, 4879)",2934,4828,4879
33,NC_030948-28,1,"[4928, 4973)",2978,4928,4973
34,NC_030948-28,1,"[4998, 5038)",3017,4998,5038
35,NC_030948-28,1,"[5100, 5363)",3279,5100,5363
36,NC_030948-28,1,"[5364, 5368)",3282,5364,5368
37,NC_030948-28,1,"[5397, 5616)",3500,5397,5616
38,NC_030948-28,1,"[5620, 5621)",3500,5620,5621
39,NC_030948-28,1,"[5622, 5623)",3500,5622,5623
40,NC_030948-28,1,"[5629, 5630)",3500,5629,5630
41,NC_030948-28,1,"[5633, 5634)",3500,5633,5634
42,NC_030948-28,1,"[5712, 5771)",3558,5712,5771
43,NC_030948-28,1,"[5772, 5880)",3665,5772,5880
44,NC_030948-28,1,"[5882, 5883)",3665,5882,5883
45,NC_030948-28,1,"[5887, 5916)",3693,5887,5916
46,NC_030948-28,1,"[6008, 6009)",3693,6008,6009
47,NC_030948-28,1,"[6010, 6053)",3735,6010,6053
48,NC_030948-28,1,"[6054, 6059)",3739,6054,6059
49,NC_030948-28,1,"[6120, 6139)",3757,6120,6139
50,NC_030948-28,1,"[6158, 6169)",3767,6158,6169
51,NC_030948-28,1,"[6211, 6215)",3770,6211,6215
52,NC_030948-28,1,"[6218, 6502)",4053,6218,6502
53,NC_030948-28,1,"[6509, 6511)",4054,6509,6511
54,NC_030948-28,1,"[6518, 6532)",4067,6518,6532
55,NC_030948-28,1,"[6538, 6554)",4082,6538,6554
56,NC_030948-28,1,"[6560, 6576)",4097,6560,6576
57,NC_030948-28,1,"[6579, 6614)",4131,6579,6614
58,NC_030948-28,1,"[6623, 6650)",4157,6623,6650
59,NC_030948-28,1,"[6660, 6834)",4330,6660,6834
60,NC_030948-28,1,"[6917, 6925)",4337,6917,6925
61,NC_030948-28,1,"[6926, 6932)",4342,6926,6932
62,NC_030948-28,1,"[6935, 6936)",4342,6935,6936
63,NC_030948-28,1,"[7012, 7019)",4348,7012,7019
64,NC_030948-28,1,"[7140, 7156)",4363,7140,7156
65,NC_030948-28,1,"[7242, 7471)",4591,7242,7471
66,NC_030948-28,1,"[7548, 7669)",4711,7548,7669
67,NC_030948-28,1,"[7685, 7696)",4721,7685,7696
68,NC_030948-28,1,"[7708, 7722)",4734,7708,7722
69,NC_030948-28,1,"[7726, 7727)",4734,7726,7727
70,NC_030948-28,1,"[7728, 7752)",4757,7728,7752
0,NC_030948-29,1,"[210, 211)",0,210,211
1,NC_030948-29,1,"[216, 240)",23,216,240
2,NC_030948-29,1,"[242, 243)",23,242,243
3,NC_030948-29,1,"[245, 252)",29,245,252
4,NC_030948-29,1,"[306, 510)",232,306,510
5,NC_030948-29,1,"[560, 562)",233,560,562
6,NC_030948-29,1,"[601, 602)",233,601,602
7,NC_030948-29,1,"[611, 612)",233,611,612
8,NC_030948-29,1,"[676, 683)",239,676,683
9,NC_030948-29,1,"[684, 700)",254,684,700
10,NC_030948-29,1,"[714, 733)",272,714,733
11,NC_030948-29,1,"[736, 742)",277,736,742
12,NC_030948-29,1,"[816, 1224)",684,816,1224
13,NC_030948-29,1,"[1428, 1519)",774,1428,1519
14,NC_030948-29,1,"[1522, 1523)",774,1522,1523
15,NC_030948-29,1,"[1530, 1725)",968,1530,1725
16,NC_030948-29,1,"[1770, 1773)",970,1770,1773
17,NC_030948-29,1,"[1777, 1779)",971,1777,1779
18,NC_030948-29,1,"[1781, 1784)",973,1781,1784
19,NC_030948-29,1,"[1795, 1836)",1013,1795,1836
20,NC_030948-29,1,"[1938, 2027)",1101,1938,2027
21,NC_030948-29,1,"[2040, 2108)",1168,2040,2108
22,NC_030948-29,1,"[2129, 2142)",1180,2129,2142
0,NC_030948-30,1,"[0, 130)",129,0,130
1,NC_030948-30,1,"[148, 160)",140,148,160
2,NC_030948-30,1,"[164, 165)",140,164,165
3,NC_030948-30,1,"[175, 204)",168,175,204
4,NC_030948-30,1,"[282, 340)",225,282,340
5,NC_030948-30,1,"[408, 545)",361,408,545
6,NC_030948-30,1,"[548, 565)",377,548,565
7,NC_030948-30,1,"[569, 574)",381,569,574
8,NC_030948-30,1,"[577, 584)",387,577,584
9,NC_030948-30,1,"[587, 605)",404,587,605
10,NC_030948-30,1,"[612, 918)",709,612,918
11,NC_030948-30,1,"[1122, 1151)",737,1122,1151
12,NC_030948-30,1,"[1152, 1153)",737,1152,1153
13,NC_030948-30,1,"[1158, 1159)",737,1158,1159
14,NC_030948-30,1,"[1224, 1775)",1287,1224,1775
15,NC_030948-30,1,"[1836, 1938)",1388,1836,1938
16,NC_030948-30,1,"[2021, 2023)",1389,2021,2023
17,NC_030948-30,1,"[2025, 2040)",1403,2025,2040
18,NC_030948-30,1,"[2142, 2209)",1469,2142,2209
19,NC_030948-30,1,"[2244, 3350)",2574,2244,3350
20,NC_030948-30,1,"[3357, 3364)",2580,3357,3364
21,NC_030948-30,1,"[3366, 4328)",3541,3366,4328
22,NC_030948-30,1,"[4330, 4339)",3549,4330,4339
23,NC_030948-30,1,"[4640, 4641)",3549,4640,4641
24,NC_030948-30,1,"[4645, 4688)",3591,4645,4688
25,NC_030948-30,1,"[4794, 4820)",3616,4794,4820
26,NC_030948-30,1,"[4838, 4861)",3638,4838,4861
27,NC_030948-30,1,"[4896, 4998)",3739,4896,4998
28,NC_030948-30,1,"[5077, 5183)",3844,5077,5183
29,NC_030948-30,1,"[5258, 5384)",3969,5258,5384
30,NC_030948-30,1,"[5406, 6426)",4988,5406,6426
31,NC_030948-30,1,"[6434, 6439)",4992,6434,6439
32,NC_030948-30,1,"[6553, 6623)",5061,6553,6623
33,NC_030948-30,1,"[6630, 7140)",5570,6630,7140
34,NC_030948-30,1,"[7344, 7362)",5587,7344,7362
35,NC_030948-30,1,"[7446, 7548)",5688,7446,7548
36,NC_030948-30,1,"[7624, 7627)",5690,7624,7627
37,NC_030948-30,1,"[7635, 7637)",5691,7635,7637
38,NC_030948-30,1,"[7639, 7640)",5691,7639,7640
0,NC_030948-32,1,"[99, 101)",1,99,101
1,NC_030948-32,1,"[102, 870)",768,102,870
2,NC_030948-32,1,"[1025, 1111)",853,1025,1111
3,NC_030948-32,1,"[1122, 1172)",902,1122,1172
4,NC_030948-32,1,"[1173, 1175)",903,1173,1175
5,NC_030948-32,1,"[1177, 1188)",913,1177,1188
6,NC_030948-32,1,"[1189, 1306)",1029,1189,1306
7,NC_030948-32,1,"[1310, 1312)",1030,1310,1312
8,NC_030948-32,1,"[1434, 1472)",1067,1434,1472
9,NC_030948-32,1,"[1475, 1667)",1258,1475,1667
10,NC_030948-32,1,"[1703, 1711)",1265,1703,1711
11,NC_030948-32,1,"[1725, 2023)",1562,1725,2023
12,NC_030948-32,1,"[2026, 2028)",1563,2026,2028
13,NC_030948-32,1,"[2032, 2035)",1565,2032,2035
14,NC_030948-32,1,"[2036, 2039)",1567,2036,2039
15,NC_030948-32,1,"[2448, 2520)",1638,2448,2520
16,NC_030948-32,1,"[2524, 2527)",1640,2524,2527
17,NC_030948-32,1,"[2550, 2977)",2066,2550,2977
18,NC_030948-32,1,"[3037, 3264)",2292,3037,3264
19,NC_030948-32,1,"[3308, 3314)",2297,3308,3314
20,NC_030948-32,1,"[3315, 3369)",2350,3315,3369
21,NC_030948-32,1,"[3371, 3372)",2350,3371,3372
22,NC_030948-32,1,"[3373, 3375)",2351,3373,3375
23,NC_030948-32,1,"[3376, 3377)",2351,3376,3377
24,NC_030948-32,1,"[3672, 3772)",2450,3672,3772
25,NC_030948-32,1,"[3774, 4182)",2857,3774,4182
26,NC_030948-32,1,"[4231, 4233)",2858,4231,4233
27,NC_030948-32,1,"[4242, 4301)",2916,4242,4301
28,NC_030948-32,1,"[4419, 4815)",3311,4419,4815
29,NC_030948-32,1,"[4896, 5814)",4228,4896,5814
30,NC_030948-32,1,"[5817, 5825)",4235,5817,5825
31,NC_030948-32,1,"[5826, 5860)",4268,5826,5860
32,NC_030948-32,1,"[6024, 6092)",4335,6024,6092
33,NC_030948-32,1,"[6095, 6096)",4335,6095,6096
34,NC_030948-32,1,"[6101, 6102)",4335,6101,6102
35,NC_030948-32,1,"[6279, 6403)",4458,6279,6403
36,NC_030948-32,1,"[6426, 6528)",4559,6426,6528
37,NC_030948-32,1,"[6581, 6680)",4657,6581,6680
38,NC_030948-32,1,"[6798, 6799)",4657,6798,6799
39,NC_030948-32,1,"[6803, 6834)",4687,6803,6834
40,NC_030948-32,1,"[6946, 6971)",4711,6946,6971
41,NC_030948-32,1,"[6975, 6976)",4711,6975,6976
42,NC_030948-32,1,"[6978, 6984)",4716,6978,6984
43,NC_030948-32,1,"[7140, 7242)",4817,7140,7242
44,NC_030948-32,1,"[7446, 7752)",5122,7446,7752
45,NC_030948-32,1,"[7849, 7854)",5126,7849,7854
46,NC_030948-32,1,"[7891, 7939)",5173,7891,7939
47,NC_030948-32,1,"[7941, 7942)",5173,7941,7942
48,NC_030948-32,1,"[7960, 7975)",5187,7960,7975
49,NC_030948-32,1,"[8037, 8044)",5193,8037,8044
50,NC_030948-32,1,"[8054, 8058)",5196,8054,8058
51,NC_030948-32,1,"[8160, 8237)",5272,8160,8237
52,NC_030948-32,1,"[8373, 8461)",5359,8373,8461
53,NC_030948-32,1,"[8469, 8470)",5359,8469,8470
54,NC_030948-32,1,"[8556, 8560)",5362,8556,8560
55,NC_030948-32,1,"[8562, 8565)",5364,8562,8565
56,NC_030948-32,1,"[8566, 8567)",5364,8566,8567
57,NC_030948-32,1,"[8568, 8604)",5399,8568,8604
58,NC_030948-32,1,"[8613, 8615)",5400,8613,8615
59,NC_030948-32,1,"[8725, 8727)",5401,8725,8727
60,NC_030948-32,1,"[8728, 8772)",5444,8728,8772
61,NC_030948-32,1,"[8976, 9058)",5525,8976,9058
62,NC_030948-32,1,"[9078, 9196)",5642,9078,9196
63,NC_030948-32,1,"[9209, 9210)",5642,9209,9210
64,NC_030948-32,1,"[9212, 9829)",6258,9212,9829
65,NC_030948-32,1,"[9830, 9832)",6259,9830,9832
66,NC_030948-32,1,"[10098, 10177)",6337,10098,10177
67,NC_030948-32,1,"[10178, 10179)",6337,10178,10179
68,NC_030948-32,1,"[10200, 10302)",6438,10200,10302
69,NC_030948-32,1,"[10380, 10404)",6461,10380,10404
70,NC_030948-32,1,"[10424, 10433)",6469,10424,10433
71,NC_030948-32,1,"[10710, 10742)",6500,10710,10742
72,NC_030948-32,1,"[10754, 10808)",6553,10754,10808
73,NC_030948-32,1,"[10812, 10918)",6658,10812,10918
74,NC_030948-32,1,"[11023, 11118)",6752,11023,11118
75,NC_030948-32,1,"[11149, 11152)",6754,11149,11152
76,NC_030948-32,1,"[11262, 11267)",6758,11262,11267
77,NC_030948-32,1,"[11268, 11277)",6766,11268,11277
78,NC_030948-32,1,"[11279, 11283)",6769,11279,11283
79,NC_030948-32,1,"[11284, 11285)",6769,11284,11285
80,NC_030948-32,1,"[11286, 11287)",6769,11286,11287
81,NC_030948-32,1,"[11322, 11341)",6787,11322,11341
0,NC_030948-33,1,"[23, 24)",0,23,24
1,NC_030948-33,1,"[26, 30)",3,26,30
2,NC_030948-33,1,"[31, 157)",128,31,157
3,NC_030948-33,1,"[159, 189)",157,159,189
4,NC_030948-33,1,"[280, 312)",188,280,312
5,NC_030948-33,1,"[408, 510)",289,408,510
6,NC_030948-33,1,"[588, 612)",312,588,612
7,NC_030948-33,1,"[986, 1003)",328,986,1003
8,NC_030948-33,1,"[1004, 1005)",328,1004,1005
9,NC_030948-33,1,"[1016, 1106)",417,1016,1106
10,NC_030948-33,1,"[1108, 1116)",424,1108,1116
11,NC_030948-33,1,"[1117, 1119)",425,1117,1119
12,NC_030948-33,1,"[1122, 1157)",459,1122,1157
13,NC_030948-33,1,"[1206, 1209)",461,1206,1209
14,NC_030948-33,1,"[1218, 1224)",466,1218,1224
15,NC_030948-33,1,"[1271, 1392)",586,1271,1392
16,NC_030948-33,1,"[1511, 1527)",601,1511,1527
17,NC_030948-33,1,"[1528, 1530)",602,1528,1530
18,NC_030948-33,1,"[1632, 1704)",673,1632,1704
19,NC_030948-33,1,"[1734, 1881)",819,1734,1881
20,NC_030948-33,1,"[1970, 1971)",819,1970,1971
21,NC_030948-33,1,"[1975, 2142)",985,1975,2142
22,NC_030948-33,1,"[2202, 2296)",1078,2202,2296
23,NC_030948-33,1,"[2400, 2448)",1125,2400,2448
24,NC_030948-33,1,"[2550, 2571)",1145,2550,2571
25,NC_030948-33,1,"[2779, 2824)",1189,2779,2824
26,NC_030948-33,1,"[3060, 3159)",1287,3060,3159
27,NC_030948-33,1,"[3162, 3264)",1388,3162,3264
28,NC_030948-33,1,"[3344, 3371)",1414,3344,3371
29,NC_030948-33,1,"[3468, 3600)",1545,3468,3600
30,NC_030948-33,1,"[3716, 3941)",1769,3716,3941
31,NC_030948-33,1,"[3944, 3978)",1802,3944,3978
32,NC_030948-33,1,"[4025, 4029)",1805,4025,4029
33,NC_030948-33,1,"[4034, 4036)",1806,4034,4036
34,NC_030948-33,1,"[4037, 4171)",1939,4037,4171
35,NC_030948-33,1,"[4182, 4284)",2040,4182,4284
36,NC_030948-33,1,"[4395, 4482)",2126,4395,4482
37,NC_030948-33,1,"[4536, 4539)",2128,4536,4539
38,NC_030948-33,1,"[4552, 4554)",2129,4552,4554
39,NC_030948-33,1,"[4555, 4556)",2129,4555,4556
40,NC_030948-33,1,"[4569, 4686)",2245,4569,4686
41,NC_030948-33,1,"[4768, 4770)",2246,4768,4770
42,NC_030948-33,1,"[4771, 4856)",2330,4771,4856
43,NC_030948-33,1,"[5112, 5178)",2395,5112,5178
44,NC_030948-33,1,"[5180, 5184)",2398,5180,5184
45,NC_030948-33,1,"[5202, 5610)",2805,5202,5610
0,NC_030948-37,1,"[179, 204)",24,179,204
1,NC_030948-37,1,"[306, 341)",58,306,341
2,NC_030948-37,1,"[355, 357)",59,355,357
3,NC_030948-37,1,"[360, 361)",59,360,361
4,NC_030948-37,1,"[408, 479)",129,408,479
5,NC_030948-37,1,"[494, 510)",144,494,510
6,NC_030948-37,1,"[714, 761)",190,714,761
7,NC_030948-37,1,"[783, 785)",191,783,785
8,NC_030948-37,1,"[788, 804)",206,788,804
9,NC_030948-37,1,"[816, 1068)",457,816,1068
10,NC_030948-37,1,"[1073, 1093)",476,1073,1093
11,NC_030948-37,1,"[1428, 1504)",551,1428,1504
12,NC_030948-37,1,"[1628, 1709)",631,1628,1709
13,NC_030948-37,1,"[1809, 1836)",657,1809,1836
14,NC_030948-37,1,"[2040, 2080)",696,2040,2080
15,NC_030948-37,1,"[2142, 2244)",797,2142,2244
16,NC_030948-37,1,"[2319, 2320)",797,2319,2320
17,NC_030948-37,1,"[2330, 2346)",812,2330,2346
18,NC_030948-37,1,"[2550, 2629)",890,2550,2629
19,NC_030948-37,1,"[2701, 2703)",891,2701,2703
20,NC_030948-37,1,"[2710, 2754)",934,2710,2754
21,NC_030948-37,1,"[2961, 2962)",934,2961,2962
22,NC_030948-37,1,"[2964, 3003)",972,2964,3003
23,NC_030948-37,1,"[3060, 3072)",983,3060,3072
24,NC_030948-37,1,"[3185, 3264)",1061,3185,3264
